name,AngelList_website,tagline
CultureIQ,https://angel.co/company/cultureiq-1,Helping companies strengthen their culture
Flipcause,https://angel.co/company/flipcause,Community Engagement Platform for Small Nonprofits
Wiivv,https://angel.co/company/wiivv-1,Transforming footwear and apparel for every human body
CoInspect,https://angel.co/company/coinspectapp,Ensuring food safety and quality from farm to table
Openfolio,https://angel.co/company/openfolio,Openfolio brings the power of networks to the world of personal investing.
Big Data For Humans,https://angel.co/company/big-data-for-humans,Transforming the way retail and travel businesses understand and sell to their customers.
MixGenius,https://angel.co/company/mixgenius,Intelligent Music Production SaaS
Stellar Development Foundation,https://angel.co/company/stellar-development-foundation,Open source financial access for all.
Homeroom,https://angel.co/company/joinhomeroom,Bringing the best after school classes to elementary schools
ChartMogul,https://angel.co/company/chartmogul,Subscription Analytics Platform
MikMak,https://angel.co/company/mikmak,MikMak creates native commerce experiences for the social video generation.
AlphaSheets,https://angel.co/company/alphasheets,Better spreadsheet software for finance
Tribe App,https://angel.co/company/tribe,Live battle your friends!
Nift Networks,https://angel.co/company/nift-networks,
Moved,https://angel.co/company/moved,Everything you need to get your move done.
JumpCrew,https://angel.co/company/jumpcrew-1,Empowering your business with innovative social marketing solutions.
STELLARES,https://angel.co/company/stellar-3,"World’s first A.I. talent agent, representing top tech talent"
Transfluent,https://angel.co/company/transfluent,Uber of language translation
HomeSpotter,https://angel.co/company/homespotter,Real estate search and collaboration
Sealed,https://angel.co/company/sealed,Home upgrades financed with energy savings
Flyreel,https://angel.co/company/flyreel,The most advanced Artificial Intelligence solution for property insurance
askem,https://angel.co/company/askem,Digital Campaign Effectiveness
Rithmio,https://angel.co/company/rithmio,
ARTA Shipping,https://angel.co/company/arta-shipping,"Streamlining high-end, specialized logistics"
NoviCap,https://angel.co/company/novicap,Invoice finance platform
Appodeal,https://angel.co/company/appodeal,Intelligent Ad Mediation
Dockwa (The Wanderlust Group),https://angel.co/company/dockwa,Slip and mooring reservations made simple.
GoldenKey,https://angel.co/company/goldenkey,Your private real estate marketplace
Kumu Wellness,https://angel.co/company/kumu-wellness,Get a real Coach who’s dedicated to helping you achieve your health & fitness goals. 
Rentberry,https://angel.co/company/rentberry,We unite tenants and landlords in one closed-loop rental platform.
Allset (backed by a16z),https://angel.co/company/allset,"Dine wait free at restaurants you love. Live in NYC, LA, SF, Chicago, Houston, and more."
StatusToday,https://angel.co/company/statustoday,Isaak by StatusToday is an AI that gives people analytics to drive organizational change
Workyard,https://angel.co/company/workyard,Connecting construction companies with workers
RiskRecon,https://angel.co/company/riskrecon,
CognitiveLogic,https://angel.co/company/cognitivelogic,
AVA,https://angel.co/company/ava-10,Total Equity Funding
Blanket,https://angel.co/company/blanket,Book more sales demos.
IncludeFitness,https://angel.co/company/includefitness,Fitness technology for better health
Whiskey Media,https://angel.co/company/whiskey-media,
Rhythm Superfoods,https://angel.co/company/rhythm-superfoods,
Phigital,https://angel.co/company/phigital,Putting Mobile in Context
TalkTo,https://angel.co/company/talkto,"Text any business for products, reservations and appointments."
Coub,https://angel.co/company/coub,YouTube for video loops
Voxpopme,https://angel.co/company/voxpopme-2,Bringing the voice of the customer to life
Wipster,https://angel.co/company/wipster,All your video in one place
Kyron,https://angel.co/company/kyron,Big data for clinical insight
ClauseMatch,https://angel.co/company/clausematch,"Next generation enterprise document authoring, collaboration and publishing platform"
redIQ,https://angel.co/company/rediq,Empowering CRE professionals to close more deals faster and more confidently.
Synthorx,https://angel.co/company/synthorx,
Narrativ,https://angel.co/company/hellonarrativ,Building a better internet for shoppers
SkyWatch,https://angel.co/company/skywatch,Delivering Intelligence from Space
i.me,https://angel.co/company/i-me-2,The next generation credit bureau
BrainCheck,https://angel.co/company/braincheck,Mobile Cognitive Health Assessment Platform
TellusLabs,https://angel.co/company/telluslabs,Spaceborne insights that matter
kwik,https://angel.co/company/kwik,
frame.ai,https://angel.co/company/frame-ai,An embedded support system for Slack channels
Crowded,https://angel.co/company/crowded-com-1,Talent Intelligence
Kula Causes,https://angel.co/company/kula-causes,a SaaS that converts loyalty points as a donation to any charity of your choice
Instabridge,https://angel.co/company/instabridge,Crowdsourced free wifi
Claned Group,https://angel.co/company/claned,Claned is a cloud-based personal learning environment with real-time analytics
La Belle Assiette,https://angel.co/company/la-belle-assiette,"Invite guests for a meal, we'll manage the rest"
Yiftee,https://angel.co/company/yiftee,"Local Gifts, On-the-Go"
DAVO Technologies,https://angel.co/company/davo-technologies,DAVO does for sales tax what ADP and Paychex did for payroll 
DemoChimp,https://angel.co/company/demochimp-2,Automated product demos meet analytics. 
dopay,https://angel.co/company/dopay,Building the worlds best banking experience in developing countries 
NurseGrid,https://angel.co/company/nursegrid,Scheduling and Staffing Technology Built for Nurses
Limelight Platform,https://angel.co/company/limelight-platforms,Live Marketing Automation
Wedding Spot,https://angel.co/company/wedding-spot-1,Opentable for events industry
Shortlist,https://angel.co/company/shortlist-2,Freelancer Management Platform (Alchemist Accelerator XIV)
SixPlus,https://angel.co/company/sixplus,Private Dining. Simplified.
Plant Prefab,https://angel.co/company/plant-prefab-1,Tech based sustainable home construction
Core,https://angel.co/company/hellocore,Meditation you can feel.
Noodle Markets,https://angel.co/company/noodle-markets,Noodle Markets is K-12's national market network. 
Confirm.io,https://angel.co/company/confirm-io-1,ID verification service for mobile
Costello,https://angel.co/company/navigatr,Costello is an A.I. sales playbook platform that helps you have great conversations.
Clora,https://angel.co/company/clora,Organizing the world's life sciences expertise to get new therapies to patients faster.
Boundless,https://angel.co/company/boundless-immigration,Empowering immigrants with technology and data
TangoTab,https://angel.co/company/tangotab,A socially-conscious restaurant MARKETPLACE that SOLVES HUNGER. 
InList,https://angel.co/company/inlist,InList is the top mobile app for booking nightlife & special events globally
WigWag,https://angel.co/company/wigwag,WigWag's platform modernizes commercial automation with modern web technologies.
Peerlyst,https://angel.co/company/peerlyst,The professional network of security
Cloudcade,https://angel.co/company/cloudcade,Tablet-First Mobile Games Developer & Publisher
Atlas Money,https://angel.co/company/atlasmoney,P2P Branchless Banking Platform using Blockchain Technology
Volumental,https://angel.co/company/volumental,Building a world that fits you
Eversports,https://angel.co/company/eversport-1,The most intuitive online booking software for sports and lifestyle
CureMetrix,https://angel.co/company/curemetrix,A quantitative imaging platform for everything from Breast Cancer to Heart Disease.
Gluru,https://angel.co/company/gluru,
Minut,https://angel.co/company/minut,Soft Security.
ASAP54,https://angel.co/company/asap54-1,Search and Shop for Fashion
Uppercase,https://angel.co/company/uppercasehq,Building real-world retail from the ground up
Blender Workspace,https://angel.co/company/blender-workspace,
divido,https://angel.co/company/divido,
Verdocs,https://angel.co/company/verdocs,Verified Document SaaS
Ritual,https://angel.co/company/ritual-4,The future of vitamins is clear.
Sourceress,https://angel.co/company/sourceress,"AI sourcer, helping mission-driven companies grow their teams (YC S17)"
Paysa,https://angel.co/company/paysa-2,
Privacy.com,https://angel.co/company/privacy-com,Generate a new virtual card for every purchase
DEEP LIQUIDITY,https://angel.co/company/deep-liquidity,Startup Stock Exchange
Rackup,https://angel.co/company/rackup,
Vertisense,https://angel.co/company/vertisense,"Be Smarter, Be Healthier."
Bubl Technology,https://angel.co/company/bubl-technology,A 360-degree camera that captures photos and video in real-time.
PowWow Energy,https://angel.co/company/powwow-energy,"Answers to farmers, not more data"
Gpredictive,https://angel.co/company/gpredictive,AI superpowers for your customer journey
Sensibo,https://angel.co/company/sensibo,Sensibo is building the world's first autonomous indoor climate service
Jopwell,https://angel.co/company/jopwell,Technology-enabled minority recruitment platform
Oppex,https://angel.co/company/oppex-1,Search engine for public sector bidding contests
Olono,https://angel.co/company/olono,Real-Time Guided Selling for B2B Sales
Visbit,https://angel.co/company/visbit,Immersive Video Communication
Phase 5 Group,https://angel.co/company/phase-5-group,Collaborative Business Improvement Platform
Werk,https://angel.co/company/werk,Werk is the first and only people analytics software for flexibility.
Odava,https://angel.co/company/odava,Software solutions for the cannabis industry.
Flock Ltd.,https://angel.co/company/flockcover,Big-Data driven risk intelligence for drones 
NeuroFlow,https://angel.co/company/neuroflow,Helping patients feel better faster
Twine Labs,https://angel.co/company/twine-labs,World-class workforce analytics
Lively,https://angel.co/company/lively-5,
Show My Homework,https://angel.co/company/show-my-homework-1,
Ordermark,https://angel.co/company/ordermark,Ordermark simplifies online ordering for restaurants. 
Yolia Health,https://angel.co/company/yolia-health-1,Vision without surgery
YipTV,https://angel.co/company/yiptv,Broadband TV brought to you by the team that built Vonage
